GenePage ID	Gene Symbol	Human Entrez ID	OMIM Gene ID	OMIM Disease IDs(|)	XB tropicalis ID	Entrez tropicalis ID	XB laevis.L ID	laevis.L Symbol	Entrez laevis.L ID	XB laevis.S ID	laevis.S Symbol	Entrez laevis.S ID
968818	tnks2	80351	607128		968819	549762	17339790	tnks2.L		5828061	tnks2.S	100036993
968830	etnppl	64850	614682		968831	100124921	6256217	etnppl.L	446472	17339143	etnppl.S	
968840	klhl40	131377	615340	615348	968841	548534	17332155	klhl40.L	108718701	6252448	klhl40.S	779378
968851	arf5	381	103188		968852	394614	968857	arf5.L	380166	17338477	arf5.S	108719802
968863	gjc2	57165	608803	608804|613480|613206	968864	779802	17346640	gjc2.L	108718698	6489279	gjc2.S	108719804
968870	nrip1	8204	602490		968871	100037834	17337919	nrip1.L	108707906	968876	nrip1.S	399072
968900	serinc2	347735	614549		968901	549316	6256005	serinc2.L	432116	17344560	serinc2.S	108709533
968910	scmh1	22955	616396		968911	448264	968916	scmh1.L	447232	17336467	scmh1.S	398796
968924	ptafr	5724	173393		968925	493365	968930	ptafr.L	379327	17345198	ptafr.S	108709536
968936	lrrc4	64101	610486		968937	100493671	17338224	lrrc4.L	108711254	17338225	lrrc4.S	108713016
968941	ccdc97				968942	549187	6255070	ccdc97.L	494842	17343326	ccdc97.S	
968952	lratd1	151354	611234		968953	780010	6488005	lratd1.L		17335235	lratd1.S	
968961	spint1	6692	605123		968962	100488118	6485828	spint1.L	108699269	17333970	spint1.S	
968972	nat9				968973	100495076	6486169	nat9.L	108701102	17335873	nat9.S	108702799
968979	slc10a3	8273	312090		968980	779870	17335878	slc10a3.L	108706140	6486728	slc10a3.S	108699971
968989	fam3a	60343	300492		968990	493248	6254062	fam3a.L	380163	17342156	fam3a.S	734921
969003	slc30a4	7782	602095		969004	100124729	969008	slc30a4.L	494656	17334640	slc30a4.S	108712899
969013	ramac	83640	614547		969014	733725	6485613	ramac.L	108711419	17343341	ramac.S	
969022	usp8	9101	603158	219090	969023	100124309	969029	usp8.L	380243	17334011	usp8.S	108712896
969034	btbd1	53339	608530		969035	100170424	17342739	btbd1.L	108711420	17342740	btbd1.S	
969039	sars1	6301	607529	617709	969040	407933	969046	sars1.L	380179	17342742	sars1.S	108709488
969051	cyp46a1.3	10858	604087		969052	613109	969057	cyp46a1.3.L	100126648	18005519	cyp46a1.3.S	
969061	naca	4666	601234		969062	493239	17332849	naca.L	108708578	969068	naca.S	443812
969074	prim1	5557	176635		969075	407927	17336906	prim1.L		969081	prim1.S	380513
969086	fbxo38	81545	608533	615575	969087	100170578	969090	fbxo38.L	735010	17332227	fbxo38.S	
969095	ddx1	1653	601257		969096	496549	969102	ddx1.L	100037192	17340973	ddx1.S	
969107	bbs10	79738	610148	209900|615987	969108	100145168	969111	bbs10.L	734282	17345887	bbs10.S	
969116	tsen54	283989	608755	277470|225753|610204	969117	100124961	969121	tsen54.L	446532	17337131	tsen54.S	
969126	galk1	2584	604313	230200	969127	779645	969133	galk1.L	444349	17346475	galk1.S	
969138	sumo2	6613	603042		969139	549160	6254945	sumo2.L	379777	969144	sumo2.S	444021
969152	unk	85451	616375		969153	613106	17338324	unk.L	108701119	969158	unk.S	398497
969162	cdr2l				969163	100486752	17330663	cdr2l.L	108701109	6488151	cdr2l.S	108702808
969169	utp23				969170	733957	969175	utp23.L	443845	17330666	utp23.S	108719758
969180	ppp1r3c	5507	602999		969181	100127791	969184	ppp1r3c.L	444329	17331304	ppp1r3c.S	446643
969191	rpl36	25873	617893		969192	448678	969198	rpl36.L	447146	17339540	rpl36.S	108706795
969203	socs7	30837	608788		969204	100158657	6487295	socs7.L	108700784	17343719	socs7.S	108702509
969210	casc3	22794	606504		969211	503560	17335605	casc3.L	100189566	969217	casc3.S	398567
969226	neurod6	63974	611513		969227	779726	969232	neurod6.L	373835	17344326	neurod6.S	
969235	ube2a	7319	312180	300860	969236	448176	6078261	ube2a.L	398788	17336213	ube2a.S	
969248	xpnpep2	7512	300145	300909	969249	100145559	969252	xpnpep2.L	431877	17344913	xpnpep2.S	446303
969258	mtln				969259	100379723	6485803	mtln.L	108716636	17336771	mtln.S	108717791
969265	sec23ip	11196	617852		969266	100158641	17345511	sec23ip.L	447234	969269	sec23ip.S	100036906
969276	bag3	9531	603883	613881|612954	969277	100145358	969280	bag3.L	379174	17337358	bag3.S	108697323
969285	sars2	54938	612804	613845	969286	100485850	6486921	sars2.L	108698652	17341296	sars2.S	
969290	mrps12	6183	603021		969291	733781	6253785	mrps12.L	380337	17333140	mrps12.S	108700289
969301	mien1	84299	611802		969302	548750	17330638	mien1.L		6253943	mien1.S	100049740
969311	dzank1				969312	100158524	17338895	dzank1.L	108716625	17338896	dzank1.S	
969316	timm8a	1678	300356	304700	969317	100488371	6486385	timm8a.L	108698275	17338898	timm8a.S	
969323	cnot7	29883	604913		969324	100124970	17330039	cnot7.L		969328	cnot7.S	734751
969333	vps37a	137492	609927	614898	969334	548736	969339	vps37a.L	734384	17343935	vps37a.S	100036869
969347	ccdc32				969348	100379983	6253935	ccdc32.L	100049764	17331871	ccdc32.S	
969362	mylpf	29895	617378		969363	394763	969369	mylpf.L	399251	17339783	mylpf.S	399251
969376	prxl2c				969377	493529	17339507	prxl2c.L		6253942	prxl2c.S	100049742
969386	dcaf15				969387	733491	6255516	dcaf15.L	108711720	17345210	dcaf15.S	108703495
969394	wdr83	84292	616850		969395	496482	969402	wdr83.L	734767	17336474	wdr83.S	
969407	clpp	8192	601119	614129	969408	100135748	969411	clpp.L	496087	17340648	clpp.S	108703491
969418	isyna1	51477	611670		969419	100144940	6255674	isyna1.L	446618	969423	isyna1.S	379227
969430	tm4sf5	9032	604657		969431	100490620	6255242	tm4sf5.L	100037178	17331872	tm4sf5.S	100127290
969437	kat8	84148	609912		969438	548988	6486027	kat8.L	108703854	17331869	kat8.S	
969446	tubb4b	10383	602660	617879	969447	779904	969453	tubb4b.L	380258	17341812	tubb4b.S	379202
969462	hdhd3				969463	780150	6252079	hdhd3.L	496361	17341225	hdhd3.S	
969469	brd9				969470	407874	969476	brd9.L	444703	17335150	brd9.S	
969481	pm20d2	135293	615913		969482	613074	17338287	pm20d2.L	101027311	6488743	pm20d2.S	108717974
969490	cpb2	1361	603101		969491	595005	6488999	cpb2.L	108708528	17330040	cpb2.S	108709798
969499	ddx28	55794	607618		969500	100487122	6486026	ddx28.L	108713980	17330035	ddx28.S	
969506	agpat3	56894	614794		969507	493481	17344515	agpat3.L	380148	969512	agpat3.S	447483
969519	col8a1	1295	120251		969520	100037917	17335824	col8a1.L	108707909	6488420	col8a1.S	494652
969526	zswim4				969527	100497232	969531	zswim4.L	779343	6252566	zswim4.S	414528
969538	hspb3	8988	604624	613376	969539	100135387	17336424	hspb3.L	108697116	17336425	hspb3.S	
969572	vcp	7415	601023	167320|613954|616687	969573	448177	17335247	vcp.L	108718919	969578	vcp.S	380491
969583	aadac	13	600338		969584	448381	17342175	aadac.L	108717054	969589	aadac.S	100126645
969592	slc39a3	29985	612168		969593	100124712	6486065	slc39a3.L	108712423	17333444	slc39a3.S	108706838
969600	gng7	2788	604430		969601	549887	6251672	gng7.L	734246	969606	gng7.S	373803
969613	pcsk4	54760	600487		969614	779814	969617	pcsk4.L	497630	17341620	pcsk4.S	
969620	pdcl	5082	604421		969621	548824	17333658	pdcl.L		17333659	pdcl.S	108700034
969631	fhl2	2274	602633		969632	100145283	6489264	fhl2.L	108708415	17342198	fhl2.S	108709713
969638	serpine1	5054	173360	613329	969639	100127732	969642	serpine1.L	779433	17342203	serpine1.S	100049768
969648	exosc4	54512	606491		969649	549190	17331645	exosc4.L		6253019	exosc4.S	495942
969720	c5ar1	728	113995		969721	100379958	17336221	c5ar1.L	108698596	17336222	c5ar1.S	108700674
969726	tbrg4	9238	611325		969727	448262	969732	tbrg4.L	398879	17336226	tbrg4.S	
969738	eef2.1	1938	130610	609306	969739	394866	969746	eef2.1.L	380348	17344318	eef2.1.S	108706798
969751	dapk3	1613	603289		969752	549766	969758	dapk3.L	734514	17343716	dapk3.S	432161
969765	tbc1d31				969766	448614	969771	tbc1d31.L	446700	17335019	tbc1d31.S	
969776	rps10	6204	603632	613308	969777	549472	969783	rps10.L	445824	17343106	rps10.S	380420
969791	wdr91	29062	616303		969792	780034	6488359	wdr91.L	108710182	17330278	wdr91.S	
969800	wdr74	54663	617947		969801	448734	969807	wdr74.L	100037188	17346722	wdr74.S	
969812	slc25a39	51629	610820		969813	496786	969819	slc25a39.L	444149	17330555	slc25a39.S	
969826	rpl35				969827	394512	969834	rpl35.L	734664	17346173	rpl35.S	
969839	tada3	10474	602945		969840	493402	6255203	tada3.L	379602	6253762	tada3.S	447539
969852	pkmyt1	9088	602474		969853	100145798	17337422	pkmyt1.L	108701724	969856	pkmyt1.S	379626
969862	naa20	51126	610833		969863	394715	17344970	naa20.L		6078268	naa20.S	380338
969876	tmem177				969877	100125110	6254851	tmem177.L	446943	17336830	tmem177.S	
969886	lrrc8d	55144	612890		969887	100145421	6488042	lrrc8d.L	108714394	17332278	lrrc8d.S	108715666
969893	stt3b	201595	608605	615597	969894	100495934	17341012	stt3b.L	108718938	969897	stt3b.S	100380973
969901	gpd1l	23171	611778	611777	969902	394623	969908	gpd1l.L	379962	17333740	gpd1l.S	
969914	tmem229a				969915	100486815	17341873	tmem229a.L	108711152	17341874	tmem229a.S	
969917	nme6	10201	608294		969918	100170458	17333585	nme6.L	108711261	6078271	nme6.S	734821
969924	cndp1	84735	609064		969925	100135225	969928	cndp1.L	398917	17334415	cndp1.S	
969934	ddx11	1663	601150	613398	969935	493192	6488416	ddx11.L	108710756	17342482	ddx11.S	
969943	abo.2	28	110300	616093	969944	549858	6488967	abo.2.L	108698211	18005879	abo.2.S	
969952	surf6	6838	185642		969953	493251	969960	surf6.L	398101	17340999	surf6.S	
969967	abca2	20	600047		969968	100498548	6487180	abca2.L	108698149	17346398	abca2.S	
969974	zmynd19	116225	611424		969975	780340	17343718	zmynd19.L	108698148	6253911	zmynd19.S	399403
969985	map3k2	10746	609487		969986	100493570	6488705	map3k2.L	108701261	17331323	map3k2.S	108702901
969992	phf21b	112885	616727		969993	100495715	6485892	phf21b.L		17339556	phf21b.S	
969999	pex26	55670	608666	214100|202370|266510|614872|614873	970000	100145166	970004	pex26.L	446477	17339562	pex26.S	
970009	ap4m1	9179	602296	612936	970010	100127610	17342083	ap4m1.L	108710387	970013	ap4m1.S	446550
970018	greb1	9687	611736		970019	100379724	970023	greb1.L	100381105	17333928	greb1.S	108718248
970027	mterf2	80298	616929		970028	100485703	6488439	mterf2.L	108710802	17344261	mterf2.S	
970034	ergic2	51290	612236		970035	394464	17334559	ergic2.L	108710744	970041	ergic2.S	447490
970047	cstf1	1477	600369		970048	407896	17340892	cstf1.L	447785	970054	cstf1.S	380171
970061	mlx	6945	602976		970062	101732928	6486068	mlx.L	108700743	17341504	mlx.S	108702455
970068	mpc1	51660	614738	614741	970069	448739	6254236	mpc1.L	780760	970075	mpc1.S	496160
970083	nfkb2	4791	164012	615577	970084	448550	17344493	nfkb2.L	108696243	970090	nfkb2.S	397698
970096	usp21	27005	604729		970097	100487480	17336411	usp21.L		6486849	usp21.S	108700402
970101	ptpa	5524	600756		970102	100125159	970106	ptpa.L	734552	17346000	ptpa.S	
970111	slc6a20	54716	605616	138500|242600	970112	100497079	17337236	slc6a20.L	108719021	17337237	slc6a20.S	
970144	sfxn1	94081	615569		970145	548998	970150	sfxn1.L	779259	17344796	sfxn1.S	
970155	ccdc12				970156	100125177	17336092	ccdc12.L	100037064	6254974	ccdc12.S	100037234
970166	cfap410	755	603191	617547|602271	970167	394810	17330481	cfap410.L		6254003	cfap410.S	447342
970177	top2a	7153	126430		970178	100038293	970184	top2a.L	398512	17333725	top2a.S	
970192	sdhb	6390	185470	171300|158350|606764|606864|115310	970193	100144957	17339717	sdhb.L	108696840	970197	sdhb.S	379939
970203	cmtr1	23070	616189		970204	100170565	17332973	cmtr1.L	108716524	970210	cmtr1.S	443938
970215	slc39a1	27173	604740		970216	734036	6253648	slc39a1.L	733173	17341775	slc39a1.S	
970224	fbl	2091	134795		970225	394705	17332388	fbl.L	108696940	6256327	fbl.S	398434
970246	cbx2	84733	602770	613080	970247	100491304	17343858	cbx2.L	398110	6078274	cbx2.S	108702713
970257	tmem50b	757	617894		970258	549041	6255486	tmem50b.L	379529	17342951	tmem50b.S	108709231
970268	tmem147	10430	613585		970269	448523	17333647	tmem147.L	108696871	970272	tmem147.S	446362
970277	cela2a	63036	609443		970278	594883	970282	cela2a.L	380555	17342367	cela2a.S	
970288	dennd5a	23258	617278	617281	970289	100158564	6486535	dennd5a.L		17333495	dennd5a.S	
970293	fbxo24	26261	609097		970294	100158645	6487796	fbxo24.L	108711799	17335306	fbxo24.S	
970296	fam50a	9130	300453		970297	734115	970300	fam50a.L	379776	6255587	fam50a.S	734629
970318	tsn	7247	600575		970319	493243	970326	tsn.L	380118	17336021	tsn.S	
970332	myl1	4632	160780		970333	394551	970341	myl1.L	379944	17345693	myl1.S	379145
970351	psmd12	5718	604450	617516	970352	548755	17345271	psmd12.L	431923	970358	psmd12.S	399245
970367	mrpl14	64928	611827		970368	100124892	6486348	mrpl14.L	108716558	17336374	mrpl14.S	
970393	nup50	10762	604646		970394	549382	17342635	nup50.L	503671	970400	nup50.S	503675
970407	ssr2	6746	600867		970408	448030	17336097	ssr2.L		970414	ssr2.S	379368
970420	lsm10	84967	617909		970421	548997	6485738	lsm10.L	108708235	17336676	lsm10.S	
970430	rhpn1	114822	601031		970431	493478	6488404	rhpn1.L	108718615	17345404	rhpn1.S	
970439	ubr4	23352	609890		970440	100329122	17345408	ubr4.L		6488808	ubr4.S	108697870
970469	ccm2l				970470	100498237	6487873	ccm2l.L	108700965	17337847	ccm2l.S	
970474	sult1a1	6817	171150		970475	394557	17346580	sult1a1.L		6253989	sult1a1.S	447376
970485	bola2	552900	613182		970486	100127777	6255138	bola2.L	444400	17333686	bola2.S	
970492	mrps33	51650	611993		970493	100379725	6253978	mrps33.L	495310	17342424	mrps33.S	108712548
970500	znf687	57592	610568	616833	970501	100036627	6486051	znf687.L	108699467	17339998	znf687.S	108700441
970509	rpl10	6134	312173	300847|300998	970510	448389	17340001	rpl10.L	108698076	970516	rpl10.S	380358
970521	npr1	4881	108960		970522	100492092	970525	npr1.L	399070	17339407	npr1.S	397794
970534	ppp4c	5531	602035		970535	394540	17330529	ppp4c.L	108703929	6078278	ppp4c.S	432334
970545	vps4a	27183	609982		970546	100158600	970551	vps4a.L	447546	17341123	vps4a.S	100381132
970557	slc50a1	55974	613683		970558	548582	6252851	slc50a1.L	414448	17332389	slc50a1.S	
970568	nrdc	4898	602651		970569	100489182	17340541	nrdc.L	108714316	6485704	nrdc.S	108715597
970575	tmem59	9528	617084		970576	100145768	970580	tmem59.L	495163	17331753	tmem59.S	444390
970589	dpy30	84661	612032		970590	496426	17339358	dpy30.L	108716700	6251732	dpy30.S	443858
970602	psmb1	5689	602017		970603	394589	17343837	psmb1.L		970609	psmb1.S	380127
970615	ywhaz	7534	601288		970616	394780	6256657	ywhaz.L	379608	970622	ywhaz.S	379809
970632	rrm2b	50484	604712	612075|613077	970633	100144925	17335126	rrm2b.L		6251831	rrm2b.S	379056
970637	gnb4	59345	610863	615185	970638	549706	17335128	gnb4.L	444570	970644	gnb4.S	495335
970651	ndufb5	4711	603841		970652	550057	970657	ndufb5.L	379900	17344236	ndufb5.S	
970662	cdc20	991	603618		970663	394542	970669	cdc20.L	398044	17342063	cdc20.S	379130
970680	tm2d1	83941	610080		970681	100494081	6486287	tm2d1.L	108714236	17341468	tm2d1.S	
970687	leprot	54741	613461		970688	549856	970693	leprot.L	447170	17341467	leprot.S	380528
970700	tcn2	6948	613441	275350	970701	496768	970706	tcn2.L	443699	17338213	tcn2.S	446933
970718	etaa1	54465	613196		970719	779729	970724	etaa1.L	446343	17346360	etaa1.S	108717626
970729	atp5f1c	509	108729		970730	549161	970735	atp5f1c.L	380173	17338808	atp5f1c.S	414720
970743	sdf2l1	23753	607551		970744	493395	970750	sdf2l1.L	496057	17344781	sdf2l1.S	446766
970757	ube2l3	7332	603721		970758	548817	17330565	ube2l3.L	108716049	970764	ube2l3.S	446231
970771	dgcr2	9993	600594	192430	970772	549594	17340038	dgcr2.L	108716043	6078283	dgcr2.S	444595
970782	adora2a	135	102776		970783	100127551	970786	adora2a.L	495175	17340568	adora2a.S	444540
970793	pik3ip1				970794	779869	970800	pik3ip1.L	495511	17331784	pik3ip1.S	
970805	cdr2	1039	117340		970806	448123	6254001	cdr2.L	447350	17342489	cdr2.S	108703158
970816	crym	1428	123740	616357	970817	100125176	970821	crym.L	100101313	17334370	crym.S	447114
970827	eri2				970828	100144730	970831	eri2.L	503681	17343061	eri2.S	
970836	cog7	91949	606978	608779	970837	548431	970842	cog7.L	444259	17334971	cog7.S	108703167
970847	ears2	124454	612799	614924	970848	493404	17341316	ears2.L	108701607	6487784	ears2.S	108703168
970856	sh3bp4	23677	605611		970857	496599	970863	sh3bp4.L	414640	6252292	sh3bp4.S	414632
970870	kctd10	83892	613421		970871	549312	970876	kctd10.L	446825	17333750	kctd10.S	108707076
970881	prkab1	5564	602740		970882	100380160	17339980	prkab1.L	108715919	970886	prkab1.S	443998
970891	emp1	2012	602333		970892	100216276	6078287	emp1.L	444747	17331954	emp1.S	108715715
970898	xrcc6	2547	152690		970899	448213	970904	xrcc6.L	398357	17331947	xrcc6.S	
970911	mrpl46	26589	611851		970912	100125128	6487546	mrpl46.L	108711462	17341856	mrpl46.S	108712841
970919	mrps11	64963	611977		970920	100216303	970924	mrps11.L	495996	17337646	mrps11.S	108712311
970929	pex11a	8800	603866		970930	595093	6487491	pex11a.L	108711457	17345806	pex11a.S	
970938	mespb				970939	549407	970944	mespb.L	100190772	17337060	mespb.S	100049133
970950	cib1	10519	602293		970951	496971	17334806	cib1.L	496348	6253961	cib1.S	495358
970965	eif4h	7458	603431		970966	100125209	970970	eif4h.L	447037	17344593	eif4h.S	398961
970979	armt1	79624	616332		970980	448220	6254320	armt1.L	447195	17335903	armt1.S	
971011	zfp36l2	678	612053		971012	100125029	971016	zfp36l2.L	398103	6256550	zfp36l2.S	380302
971026	eml4	27436	607442		971027	448764	17343359	eml4.L	108716433	971033	eml4.S	735022
971039	cmc1	152100	615166		971040	100135408	971044	cmc1.L	432002	17335701	cmc1.S	
971047	jpt2				971048	100216034	971053	jpt2.L	432083	17342564	jpt2.S	447451
971061	spsb3	90864	611659		971062	550104	971067	spsb3.L	496145	17343210	spsb3.S	108703184
971070	ndufab1	4706	603836		971071	448707	971077	ndufab1.L	734867	17334449	ndufab1.S	108703197
971083	b9d1	27077	614144	614209|617120	971084	549063	6251476	b9d1.L	446392	17341068	b9d1.S	
971095	pcif1				971096	550095	17337008	pcif1.L	108701044	971102	pcif1.S	734251
971107	ube2c	11065	605574		971108	100124324	17339936	ube2c.L	444775	971113	ube2c.S	496302
971121	pgam2	5224	612931	261670	971122	448157	6254944	pgam2.L	379778	17339313	pgam2.S	447767
971135	ebf2	64641	609934		971136	394808	6252857	ebf2.L	373696	971141	ebf2.S	373695
971146	ppp2r2a	5520	604941		971147	496486	17342764	ppp2r2a.L		971154	ppp2r2a.S	399328
971162	trappc6a	79090	610396		971163	407891	6256364	trappc6a.L	379228	17340528	trappc6a.S	
971174	bnip3	664	603293		971175	548576	17332379	bnip3.L	108696110	6078294	bnip3.S	398786
971187	clrn3				971188	100145086	17337504	clrn3.L	108696972	17337505	clrn3.S	
971192	tex36				971193	100495896	17346255	tex36.L		17346256	tex36.S	108697396
971197	rbm22	55696	612430		971198	394713	17346253	rbm22.L		971204	rbm22.S	380469
971210	ap3m2	10947	610469		971211	549404	17344117	ap3m2.L	108711630	971217	ap3m2.S	496052
971222	lsm1	27257	607281		971223	496613	971228	lsm1.L	100049754	17335420	lsm1.S	735185
971235	oxnad1				971236	100124914	971240	oxnad1.L	379534	17343545	oxnad1.S	108719944
971246	atp23				971247	594990	971253	atp23.L	379946	17334833	atp23.S	
971258	nubpl	80224	613621	252010	971259	549327	6486383	nubpl.L	108699236	17342939	nubpl.S	
971363	dtd2				971364	100216106	971367	dtd2.L	779324	17331443	dtd2.S	
971372	manbal				971373	100492319	6489101	manbal.L	496156	17340251	manbal.S	108702749
971378	cryab	1410	123590	608810|613763|615184|613869	971379	100494321	17340249	cryab.L	108696488	17340250	cryab.S	108697581
971383	gstm1	2944	138350		971384	448387	17334549	gstm1.L		971390	gstm1.S	380534
