Gene Symbol	Human Entrez ID
fkbp7	51661
sestd1	
phb1	5245
ngfr	4804
asic1	41
elovl3	83401
uba2	10054
mief2	125170
nans	54187
cybc1	
utp4	84916
plpp7	
exosc2	23404
ass1	445
h1-8	
cpxm1	56265
spr	6697
gnb5	10681
zbtb2	57621
klhl17	
tmem145	
rpp40	10799
hps1	3257
slc14a2	8170
hdhd2	
degs2	123099
eml2	24139
frmd6	122786
rlf	6018
gja4	2701
pmp2	5375
xpa	7507
bnip1	662
tmem41b	
scn1a	6323
dpcd	25911
fancl	55120
atp13a4	84239
psmc6	5706
samd4a	23034
ero1a	30001
cd93	22918
wasf1	8936
prr7	
palmd	54873
jade3	9767
syk	6850
zmynd12	
tmlhe	55217
dusp6	1848
msc	9242
gdap1	54332
tsc22d2	9819
tfam	7019
ccdc6	8030
dlg5	9231
ovca2	124641
pals1	64398
rps3	6188
smyd1	150572
apip	51074
pcyt2	5833
ptma	5757
npl	80896
cbln1	869
atp5f1d	513
cfap107	
cplx3	594855
znhit2	741
gns	2799
rpl22	6146
cybb	1536
ntan1	123803
anapc5	51433
vps33a	65082
sumo1	7341
hnrnph1	3187
pik3r4	30849
ikzf5	64376
tk1	7083
eif4a2	1974
cds1	1040
prr15l	
taok3	51347
sowahb	
dmac2l	
mgat2	4247
bco1	53630
lim2	3982
wfs1	7466
mboat7	79143
spg21	51324
mtfmt	123263
ints14	
nagk	55577
rab3ip	117177
pwp1	
twnk	56652
gpr27	2850
gstz1	2954
syt8	90019
emilin2	84034
mmaa	166785
diras3	9077
kif11	3832
crls1	54675
cstf2	1478
pcsk6	5046
tmem234	
guk1	2987
bbs1	582
rcc1	1104
smap1	60682
mtf1	4520
zdhhc6	
habp2	3026
nudt17	
papolg	64895
styk1	55359
ikbkg	8517
rnf145	
hdc	3067
lmod1	25802
timm17a	10440
kif3b	9371
pofut1	23509
mms19	64210
cdc37	11140
myo1a	4640
fut4	2526
lbr	3930
supt16h	11198
rai14	26064
rad1	5810
mrpl58	3396
gga3	23163
znf644	84146
kcnf1	3754
fat3	120114
pip4k2a	5305
gpbp1	65056
tmem254	
fgl1a	2267
mtus1	57509
rce1	9986
ppil6	
nacc1	112939
phpt1	29085
cdc26	246184
fbxl20	84961
ccdc22	28952
hao2	51179
bfar	
tmem62	
ccno	10309
gadd45b	4616
ndufa8	4702
pxylp1	
tulp3	7289
klhl38	
anxa13	312
rpl21	6144
gtf3a	2971
sc5d	6309
ppie	10450
znf384	171017
parp11	57097
slc25a11	8402
chrne	1145
rabl2b	11158
ssbp1	6742
agk	55750
bin1	274
micall2	
nup160	23279
pga4	643847
sybu	55638
dtnb	1838
kpna2	3838
sult4a1	25830
rsl24d1	51187
ppme1	51400
kcnk5	8645
ubxn1	51035
kiaa0930	
ndufc2	4718
kif22	3835
dhcr24	1718
slc1a7	6512
mrpl37	51253
dars2	55157
eri3	79033
dio1	1733
glis1	148979
zbtb37	
astn1	460
mknk1	8569
cdcp2	200008
rad54l	8438
prpf38a	84950
pappa2	
cyp4b1.3	
fam151a	
lrp8	7804
cmpk1	51727
fbxl18	80028
hspd1	3329
galnt2	2590
fam120b	84498
synj2	8871
ermard	55780
ddx58	23586
wdr27	
grm1	2911
lrp12	
bche	590
znf706	
ints8	55656
dcstamp	81501
ndufaf6	137682
golim4	27333
cthrc1	115908
serpini2	5276
rims2	9699
pex5l	51555
gpr160	
mecom	2122
oxr1	55074
toe1	114034
c1orf87	
ube2u	
c8a	731
kank4	163782
dph2	1802
nasp	4678
lepr	3953
cct5	22948
nuak1	9891
gabra5	2558
cstf3	1479
dnase2b	58511
fcsk	197258
dnai3	126820
col24a1	255631
syde2	
cngb1	1258
ddah1	23576
kifc3	3801
clca2	9635
mylk3	91807
neto2	81831
mcoln3	55283
hydin	54768
lcat	3931
sema6a	57556
p2rx6	9127
minar2	
prr16	51334
slc35e4	
znf474	
chsy3	337876
lvrn	206338
adamts19	171019
bfsp1	631
ankef1	
cnrip1	
dnaaf10	116143
slx4ip	128710
otor	56914
slc1a4	6509
nsun3	63899
gbe1	2632
pros1	5627
robo2	6092
abcb7	22
thoc2	57187
arhgef9	23229
vbp1	7411
atrx	546
slc16a2	6567
lrguk	136332
exoc4	60412
fbh1	84893
nrf1	4899
dhtkd1	55526
gdi2	2665
nudt5	11164
strip2	57464
cep41	95681
lep	3952
echdc3	
kin	22944
rsph14	27156
prr14l	
depdc5	9681
pi4ka	5297
gstt1-like.2	
gnaz	2781
drg1	4733
igl	
ess2	8220
ggt5	2687
slc2a11	66035
bcr	613
trmt2a	27037
adgrd1	283383
acod1	730249
tbc1d4	9882
dach1	1602
uchl3	7347
slitrk6	84189
pcdh9	5101
klf12	11278
rexo5	
scnn1g	6340
hs3st2	9956
lmtk2	22853
vwa3a	
usp40	55230
prmt2	3275
nup35	129401
ube2e3	10477
ybey	54059
lrrfip1	9208
dnajc10	54431
mcm3ap	8888
itprid2	6744
agap1	116987
clgn	1047
pgrmc2	10424
fat4	79633
lrrc74b	
srrd	402055
usp30	84749
alkbh2	121642
foxn4	121643
cit	11113
unc119b	
coro1c	23603
slc6a4l	6532
coq5	84274
dclre1b	64858
nus1	116150
pfkfb2	5208
magi3	260425
pigr	5284
tafa3	284467
kif21b	23046
pln	5350
syt2	127833
nav1	89796
tnni1	7135
dennd1b	163486
kif14	9928
rnf2	6045
fam234b	57613
ptprc	5788
cfh	3075
fndc7	
mchr2	84539
ntng1	22854
panx2	56666
cpne8	
selenoo	83642
brat1	221927
rps15a	6210
zfat	57623
ccp110	9738
tmc5	79838
iqce	23288
tmc7	79905
gprc5b	51704
fanci	55215
fanci	55215
anpep	290
tmc3	342125
vps33b	26276
man2a2	4122
znf710	
lmf1	64788
mrps23	51649
nfkbiz	64332
cyb5d2	
bbx	
ankfy1	51479
ano2	57101
or11l1.13	
XB981465 [provisional]	
or1e2l	
bpgm	669
or10a4	
or11l1.11	
rapgef6	51735
or11l1.12	
gemin5	25929
ltc4s.2	4056
rcor3	
mcfd2	90411
thada	63892
epas1	2034
abcg8	64241
kcng3	170850
prepl	9581
cox7a2l	9167
prkce	5581
dync2li1	51626
kat2b	8850
kcnh8	131096
azi2	64343
tbc1d24.1	57465
mettl26	
tsc2	7249
tnrc6a	27327
slx4	84464
e4f1	1877
dnase1l2	1775
srl	6345
zdhhc4	
mlst8	64223
arhgap17	55114
nlrc3	197358
prpsap2	5636
atp6v0c	527
grid2ip	392862
cnpy1	285888
ttc21a	199223
htr5a	3361
galnt11	63917
exog	9941
lmbr1	64327
wdr86	
xylb	9942
pltp	
engase	64772
psme3	10197
mmp9.2	4318
znf335	63925
wnk4	65266
utp18	51096
golga7	51125
mat2a	4144
cnnm3	26505
c2orf68	
sh2d6	
gpat2	150763
snrnp200	23020
stard7	56910
gck	2645
entpd4	9583
kcnip3	30818
pde4dip	9659
adam28.1l	10863
nudcd3	23386
ppp5c	5536
ptgir	5739
gipr	2696
stk26	51765
exo1	9156
gpc3	2719
exoc3l2	90332
gng8	
vgll1	51442
gpr101	83550
tcerg1l	
jakmip3	282973
dhx32	55760
foxi2	399823
ptpre	5791
adam12	8038
atxn1	6310
fam8a1	
adtrp	84830
jarid2	3720
gmpr	2766
kdm1b	221656
cap2	
galnt15	117248
btd	686
dmtn	2039
slc39a14	23516
dok2	9046
tacc1	6867
piwil2	55124
hacl1	26061
gfra2	2675
reep4	80346
adora3.2	140
rpgr	6103
tbl1x	6907
shroom2	357
otc	5009
sytl5	
med14	9282
ano6	196527
tmem168	
mcoln1	57192
pdzrn4	29951
tmem117	
akap6	9472
coch	1690
vps39	23339
arhgap5	394
bmf	90427
ppp1r16b	26051
cpne1	8904
mybl2	4605
tox2	84969
romo1	
ncoa6	23054
ift52	51098
emilin3	90187
necab3	63941
plcg1	5335
sgk2	10110
c11orf53	
sidt2	51092
rnf214	
dlat	1737
anp32a	8125
blm	641
paqr5	54852
dusp11	8446
cln6	54982
rab11fip1	80223
bola3	388962
mthfs	10588
frmd5	84978
XB982628 [provisional:prlhr]	
smpd2	6610
sort1	6272
clps	1208
ampd2	271
fmod	2331
psma5	5686
eps8l3	79574
tfeb	7942
gpr37l1	9283
gpr61	83873
foxp4	116113
lamp1	3916
slc10a2	6555
mettl21c	196541
naxd	55739
znf131	7690
itga2	3673
nim1k	
parp8	
scn4a	6329
wdr6	11180
tpra1	131601
prkar2a	5576
riox2	84864
mgc69473	
rpusd3	285367
creld1	78987
dus4l	
armc10	83787
reln	5649
dld	1738
rint1	60561
retreg1	54463
slc6a3	6531
cdh12	1010
znf622	90441
marchf11	441061
cdh18	1016
pdss1	23590
acbd5	91452
thnsl1	79896
odad2	55130
kcnb1	3745
rnf114	55905
arhgap27	201176
prex1	57580
b4galt6	9331
ndufb1	4707
gpr68	8111
tmem223	
ddx24	57062
asb2	51676
serpina10	51156
kcnk13	56659
unc79	57578
tc2n	
dglucy	
zc3h14	79882
fbln5	10516
c3orf33	
gpr149	
gfm1	85476
cd302	9936
ly75	4065
gca	25801
kcnh2	3757
ahr	196
sp4	6671
macc1	346389
bzw2	
ferd3l	222894
akap13	11214
mctp2	55784
spock3	50859
nek1	4750
scrg1	11341
spata4	132851
zbtb38	253461
sphkap	80309
cldn15.2	24146
klhl6	89857
gpr35	2859
st6gal1	6480
plekhb2	
kcnj13	3769
stk24l	
slc19a3	80704
gk5	
stk31	56164
gsdme	1687
pals2	51678
gpnmb	10457
tomm7	54543
dclk3	85443
ddc	1644
ramp3	10268
hus1	3364
slco4c1	353189
pcsk1	5122
rhobtb3	22836
slf1	
cast	831
erap1	51752
yipf7	
tmem33	
guf1	60558
ube2k	3093
gnpda2	132789
nsun7	79730
chrna9	55584
tmem131l	23240
npy2r	4887
gucy1a1	2982
XB983422 [provisional]	
asic5	51802
fhdc1	
ctso	1519
mab21l2	10586
gatb	5188
txndc17	84817
g0s2	50486
lamb3	3914
pimreg	54478
ccl5	6352
pitpnm3	83394
slc13a5	284111
hip1	3092
bcorl1	63035
slitrk4	139065
rhag	6005
cdc5l	988
opn8	
xkr6	
p2ry8	286530
septin4	5414
fam13b	51306
matr3	9782
arap3	64411
pcdh1	5097
cmtm4	146223
ap1g1	164
trappc2l	51693
tk2	7084
cpne7	27132
spata2l	
cdh15	1013
znf276	92822
dbndd1	
cbfa2t3	863
csrnp2	
galnt6.1	11226
kif5a	3798
syne2.2	23224
cela1.6	1990
bin2	51411
lgals3	3958
slc35f4	
ktn1	3895
daam1	23002
arid4a	5926
dnal1	83544
timm9	26520
nptxr	23467
atf6	22926
tsen15	116461
sell	6402
ddr2	4921
pdc	5132
sun2	25777
atf4	468
cacna1i	8911
brdt	676
evi5	7813
f3	2152
ephx4	253152
abcd3	5825
rpl5	6125
plppr5	163404
alg14	199857
gemin8	54960
egfl6	25975
impg2	50939
prps2	5634
srrm3	
dtx2	113878
taf15	8148
mmp28	79148
ca4.1	762
rnft1	51136
cltc	1213
nle1	
zbtb48	3104
nol9	
tnfrsf25	8718
edaradd	128178
rgs17	26575
vta1	51534
fndc1	84624
slc8a1	6546
ampd3	272
nrg3	10718
ogdhl	55753
lrit1	26103
atp13a1	
chat	1103
cyb5r4	51167
snx14	57231
orc3	23595
nt5e	4907
cyp3a4.2	1576
mblac2	
atg9a	79065
gmppa	29926
r3hdm1	
speg	10290
ankzf1	55139
ubxn4	23190
usp37	
tmbim1	64114
XB984297 [provisional:cyp27a1]	
ctdsp1	58190
slc23a3	
fsd1l	83856
rad23b	5887
slc44a1	23446
dmrta1	63951
lrg1	116844
fsd1	79187
cfap299	
ankrd24	
prdm8	56978
hgsnat	138050
pomk	84197
ebi3	10148
katnal1	84056
kl	9365
uspl1	10208
slc46a3	283537
slc7a1	6541
rfc3	5983
masp1	5648
tnk2	10188
dynlt2b	255758
bcl6	604
ccdc50	152137
ostn	344901
slc35c1	55343
abtb2	
tfip11	24144
shank2	22941
tpcn2	219931
ppfia1	8500
cry2	1408
ambra1	55626
rb1cc1	9821
st18	9705
npbwr1	2831
cables1	91768
dsg2	1829
b4galt5	9334
ankrd29	
colec12	81035
dsg1	1828
lama3	3909
clul1	27098
abhd3	171586
npc1	4864
rock1	6093
gpr88	54112
prrc2c	23215
faslg	356
trmt13	
lrrc39	
cdc37l1	55664
spata6l	
glis3	169792
fxn	2395
ermp1	79956
zswim6	57688
htr1a	3350
trim23	373
aspn	54829
gcat	23464
ogn	4969
cyth4	27128
sstr3	6753
sh3bp1	23616
fancd2	2177
sfmbt1	51460
gga1	26088
pla2g12a	81579
prss12	8492
ank2	287
larp7	51574
cfap97	57587
helt	391723
cldn22	
cdkn2aip	55602
ankrd37	
ap1b1	162
adcy4	196883
gal3st1	9514
tpcn1	53373
zmat5	
nipsnap1	8508
mtmr3	8897
ltb4r2	56413
nf2	4771
lif	3976
or11l1	
inpp5j	27124
rdh8	50700
col5a3	50509
angptl6	83854
trim37	4591
reps2	9185
wwc1	23286
znf536	9745
cpamd8	27151
dpy19l3	147991
nwd1	284434
myo9b	4650
klkb1	3818
c5orf22	
relch	57614
wrnip1	56897
kdsr	2531
zcchc2	
decr1	1666
otud6b	51633
slc26a7	115111
XB985134 [provisional:slc7a6]	
esrp1	54845
tmem67	91147
c1orf198	
adgrb1	575
arc	23237
matn3	4148
wdr35	57539
ldah	60526
nabp2	79035
suox	6821
esyt1	23344
pan2	9924
itga7	3679
npas2	4862
timeless	8914
mfsd9	
cnot11	
stat2	6773
dgka	1606
gls2	27165
spryd4	
lonrf3	
mtnr1c	
mtmr1	8776
radx	
acsbg1	23205
znf592	9640
alpk3	57538
chrna3	1136
parp6	
cib2	10518
znf585al	
chrnb4	1143
nrg4	145957
tmem266	
fam133b	
mterf1	7978
cyp51a1	1595
lrrd1	
pex1	5189
cdk6	1021
gpr155	
map3k20	51776
cir1	9541
mettl5	
crybg2	
nudc	10726
ubxn11	91544
ociad1	
fip1l1	81608
srd5a3	79644
sgcz	137868
aasdh	132949
trmt9b	57604
rps6kc1	26750
lpgat1	9926
kcnh1	3756
angel2	
fblim1	54751
smyd2	56950
prph2	5961
pacc1	
syt14	255928
vash2	79805
dtl	51514
traf5	7188
ptpn14	5784
batf3	55509
l3mbtl2	83746
brinp3	
mcm5	4174
pheta2	150368
pdgfc	56034
rxfp1	59350
manba	4126
adh4	127
ppa1	5464
tacr3	6870
metap1	23173
nfkb1	4790
bdh2	
pram1	84106
polk	51426
tmem174.2	134288
tmem171	
zfyve16	9765
f2r	2149
btf3	689
ptcd2	79810
ankrd34b	
mccc2	64087
cilk1	22858
maneal	
faxc	
coq3	51805
prdm10	
med12	9968
zmym3	9203
aasdhppt	60496
cwf19l2	
pdgfd	80310
ddx10	1662
alkbh8	91801
slc35f2	
kcng4	93107
irf8	3394
crispld2	83716
mlycd	23417
sdr42e1	93517
cped1	
cttnbp2	83992
fezf1	389549
tfec	22797
lsm8	51691
asz1	136991
ubqln1	29979
fancc	2176
znf367	195828
slc28a3	64078
aopep	
tut7	79670
hsd17b3	3293
cacng8	59283
fam83e	
plekha4	57664
XB986081 [provisional:sult2b1]	
grwd1	83743
cyth1	9267
fut1	2523
hsd17b14	51171
c2cd2l	9854
nectin1	5818
treh	11181
ift46	
arcn1	372
cmpk2	129607
fam107a	11170
clec3a	10143
adamts18	170692
ky	339855
nrros	375387
ddx23	9416
htr2a	3356
itm2b	9445
galnt12	79695
adamts16	170690
eif4g1	1981
abcc5	10057
dlgap2	9228
alg3	10195
eif2b5	8893
rnpepl1	57140
klf6	1316
crem	1390
mtmr4	9110
hpd-like.2	
hip1r	9026
tmed2	
eif2s3	1968
tnfsf15	9966
sec16a	9919
c9orf116	138162
qsox2	169714
nacc2	138151
garnl3	
card9	64170
entr1	
ccdc3	
cdnf	441549
sephs1	22929
sowaha	
gpr151	
kif3a	11127
aff4	27125
slc39a6	25800
slc15a4	121260
dhx37	57647
rflna	144347
prkrip1	79706
lypd6b	
myl10	93408
XB986526 [provisional:hsd3b7]	
antxr1	84168
add2	119
gmcl1	
cds2	8760
aak1	22848
mybl1	4603
galnt16	57452
sstr1	6751
baz1a	11177
chrm5	1133
itpka	3706
susd6	9766
insm2	84684
vrk3	
rasgrp2	10235
msh6	2956
fshr	2492
lhcgr	3973
ppp1r21	129285
epcam	4072
dok5	55816
ccdc40	55036
tbc1d16	125058
cbln4	140689
mc3r	4159
cbx4	8535
or10a7	
ptger1	5731
pgls	25796
pcdh15	65217
papss2	9060
sgms1	259230
hormad1	84072
anxa9	8416
adamtsl4	54507
cldn23	137075
idua	3425
XB986811 [provisional:ctsk]	
ercc4	2072
fbxl17	64839
pip5kl1	138429
dusp9	1852
slc6a8	6535
dnm1	1759
sptan1	6709
set	6418
naif1	203245
hsd17b10	3028
tor1b	27348
bbln	
map3k3	4215
tgm5	9333
slc4a1	
g6pc3.2	92579
mapt	4137
taco1	51204
pyy	5697
limd2	
elmo1	9844
hexim1	10614
asb16	92591
nags	162417
atxn7l3	
cwc15	
cep57	9702
maml2	84441
tmem252	
gda	9615
tmc1	117531
aldh1a1	216
pip5k1b	8395
dock8	81704
parp3	10039
hyal1	3373
glyctk	132158
naa80	24142
stk24	8428
slc15a1	6564
hs6st3	266722
pawr	5074
gpr183.1	1880
dock9	23348
znf385a	25946
endou	8909
pde1b	5153
ap3b1	8546
haus6	54801
adamtsl1	92949
rbm45	129831
osbpl6	114880
gabpa	2551
atp5pf	522
phospho1	
b4galnt2	124872
ssbp2	23635
acot12	134526
atg10	83734
tmem229b	
rcbtb1	55213
kcnrg	283518
lima1	51474
bc014685	
myoz1	58529
XB987369 [provisional:prss12]	
sirt2	22933
f5	2153
nme7	29922
hipk1	204851
dpt	1805
slc7a10	56301
chst8	64377
crcp	27297
cct6a	908
asl	435
phkg1	5260
auts2	26053
kctd7	154881
mtfr2	
ero1b	56605
tarbp1	6894
gng4	2786
ccr6	1235
slc35f3	
gpr137b	7107
haghl	
srebf1	6720
alkbh5	54890
meiob	254528
ciao3	64428
chtf18	63922
med9	55090
gfer	2671
noxo1	124056
rai1	10743
pgap6	
pcgf3	10336
fbxo10	26267
melk	9833
psmc3ip	29893
kcnj16	3773
sec24a	10802
txndc15	79770
pcbd2	84105
fbxl21	26223
mgat5b	146664
st6galnac1	55808
cygb	114757
ubald2	
prpsap1	5635
uts2r	2837
p4ha1	5033
npffr1.1	64106
anxa7	310
nudt13	25961
ascc1	51008
tnfrsf21	27242
cd2ap	23607
rnf217	
has3	3038
spata17	128153
iars2	55699
bpnt1	10380
gpatch2	55105
rab3gap2	25782
muc6	4588
XB987883 [provisional:muc5b]	
XB987888 [provisional:muc5ac]	
slc43a2	124935
ptchd1	139411
adgrg2	10149
gskip	51527
clmn	79789
bdkrb2	624
mppe1	65258
st6galnac3	256435
msh4	4438
ptger3	5733
negr1	257194
slc44a5	
lrriq3	127255
klhdc4	
jph3	57338
asph	444
tsc1	7248
ralgds	5900
gtf3c4	9329
klhl4	56062
htr1b	3351
phip	55023
ddx43	55510
upk1b	7348
b4galt3l1	
ssuh2	51066
cand2	23066
crot	54677
alms1	7840
egr4	1961
nat8.3	9027
smyd5	
sfxn5	94097
adam33	80332
cct7	10574
myt1l	23040
sntg2	54221
uggt1	56886
arhgap18	93663
epb41l2	2037
moxd1	26002
enpp1	5167
phf3	23469
adgrb3	577
lgsn	51557
tm6sf2	53345
s1pr4	8698
gtpbp3	84705
ap4e1	23431
scd	6319
mavs	57506
dnaaf9	25943
pank2	80025
vip	7432
ccdc170	
adam23	8745
lipe	3991
psg3	5671
cmklr1	1240
bphl	670
nrn1	51299
prpf4b	8899
irf4	3662
marveld1	83742
loxl4	84171
cmah	
scgn	10590
carmil1	55604
slc66a2.1	
hnrnpd	3184
epha5	2044
tmprss11a	339967
stap1	26228
slc10a6	345274
usp4	7375
mrpl21	219927
syt12	91683
ptdss2	81490
myo5b	4645
c18orf25	
st8sia5	29906
cfap53	220136
pias2	9063
ier3ip1	51124
vps8	
cflar	8837
itgb2	3689
c3orf70	
tmem41a	
mpp4	58538
cyp20a1	
stradb	55437
orc2	4999
ehhadh	1962
rsf1	51773
tyr	7299
h6pd	9563
plch2	9651
gabrd	2563
secisbp2l	9728
cep152	22995
dlk1	8788
evl	51466
luzp1	7798
farp2	9855
d2hgdh	728294
bok	666
znf704	
tns2	23371
eif4b	1975
tnfaip6	7130
prpf40a	55660
ptbp3	9991
slc46a2	57864
inip	58493
stra6l.1	
anp32b	
cpeb4	80315
atp6v0e1	8992
pde6a	5145
crebrf	153222
arhgef37	
mrps31	10240
nhlrc3	
btbd10	84280
swap70	23075
xirp2	129446
nostrin	115677
b3galt1	8708
abcb11.2	8647
nsd2	7468
poln	353497
nelfa	7469
kcnip2	30819
ercc6l	54821
cfap46	
stn1	79991
atp5mk	84833
calhm1	255022
nt5c2	22978
calhm3	
lgals9c	
zbtb11	27107
cfap36	
fam53c	51307
scyl2	55681
washc3	
tcp11l2	
gfra3	2676
slc17a8	246213
apaf1	317
gas2l3	283431
n4bp3	
mypn	84665
ecd	11319
sirt1	23411
dnajc12	56521
supv3l1	6832
atoh7	220202
ccar1	55749
atp11b	23200
ccdc39	339829
plaat1	57110
opa1	4976
ttc14	
map3k9	4293
gpx2	2877
smoc1	64093
dcaf4	26094
zfyve1	53349
ttc9	23508
gpr137c	
ptgdr	5729
txndc16	57544
sstr4	6754
sptbn1	6711
erlec1	27248
asb3	51130
cdk19	23097
fam193b	54540
nsd1	64324
soat1	6646
frrs1	391059
acbd6	84320
cep350	9857
tor1aip2	163590
oca2	4948
adprhl1	113622
npsr1	387129
hs3st3a1	9955
myh3	4621
myh4	4622
cfap52	146845
ndel1	81565
pik3r6	146850
tekt3	64518
ntn1	9423
fbxw10	10517
nxnl2	158046
s1pr3	1903
utp3	57050
p3h1	64175
rimkla	
lpar4	2846
nts	4922
crispld1	
kcnb2	9312
tmem70	54968
pi15	51050
clybl	171425
itgbl1	9358
gucy1b2	2974
ank3	288
crygdl2.2	
cpo.1	130749
pikfyve	200576
lacc1	144811
ccdc122	160857
gpalpp1	
hic1	3090
vtn	7448
asrgl1	80150
kcnq5	56479
sec63	11231
crybg1	202
ostm1	28962
tbc1d12	
tradd	8717
plce1	51196
ifit1	3434
hpse2	60495
cnnm1	26507
XB989596 [provisional:ifit5]	
cox15	1355
vps13a	23230
prune2	158471
eif2s1	1965
gphn	10243
pkib	5570
rsph3	83861
whrn	25861
tmem268	
atp6v1g1	9550
niban2	64855
crb2	286204
crebzf	58487
zp4	57829
hmgxb3	
anxa6	309
XB989750 [provisional:tnik]	
tbc1d9b	23061
copa	1314
dcaf8	50717
prune1	58497
sema6c	10500
nhlh1	4807
lysmd1	
vps72	6944
igsf9	57549
rnf103	7844
immt	10989
eif2ak3	9451
cd8b	926
ldlrad3	143458
ttc17	
accs	84680
nptx1	4884
card14	79092
npb	256933
mafg	4097
ccdc57	
anapc11	51529
aatk	9625
hsdl1	
atp6v0d1	9114
zdhhc1	
nppc	4880
ecel1	9427
htr2b	3357
psmd1	5707
chrnd	1144
ncl	4691
rubcn	9711
chrng	1146
armc9	80210
kynu	8942
znf91	7644
ralgps2	55103
rgs8	85397
lamc2	3918
glul-like.1	
tent4b	64282
kiss1r	84634
arhgap45	23526
gpx4	2879
plppr3	79948
grin3b	116444
XB990108 [provisional]	
acss1	84532
bcl2l11	10018
entpd6	955
abhd12	26090
ninl	22981
acoxl	
dffb	1677
vapa	9218
cspg4	
cyp1a1	1543
rpp25	
stoml1	9399
capn1	823
pidd1	55367
drd4	1815
sac3d1	
tmem80	
mrpl49	740
eps8l2	64787
XB990243 [provisional]	
slc37a2	
ei24	9538
tnfrsf8	943
clcn6	1185
ajap1	55966
kcnab2	8514
grid1	2894
mmrn2	79812
terf2	7014
dhx38	9785
sdk2	54549
tspan10	
dcxr	51181
gprc5cl1	55890
gpr142	350383
traf4	9618
supt6h	6830
nek8	284086
sirt3.1	23410
best1	7439
rab3il1	
incenp	3619
ifitm5	387733
sdhaf2	54949
tkfc	26007
XB990428 [provisional:ifitm3]	
tmtops2	
st6gal2	84620
prrg1	5638
chrna7	1139
mindy2	
kif18a	81930
marf1	9665
rrn3	54700
p2rx7	5027
kdm2b	84678
rad9b	144715
mlxip	22877
ift81	28981
camkk2	10645
nbeal1	65065
nop58	51602
fam117b	
carf	79800
maip1	79568
slc4a9	83697
rufy1	80230
kcnmb1	3779
dock2	1794
lcp2	3937
candidateForGenepageDeletion1	
aste1	
topbp1	11073
gpr26	2849
cpxm2	119587
XB990656 [provisional:adam9]	
pwwp2b	
cuzd1	50624
chst15	51363
pstk	118672
dgke	8526
zw10	9183
htr3b	9177
htr3a	3359
usp28	57646
acap2	23527
lrrc15	
lsg1	55341
bdh1a	
cpn2.1	1370
gask1a	
ggct	79017
nod1	10392
lipt1	51601
txndc9	10190
pdzd4	57595
srpk2	6733
spart	23111
duoxa1	90527
XB990816 [provisional:gcnt3]	
gtf2a2	2958
smg9	56006
ppp2r1a	5518
mrs2	
arhgef18	23370
xpo4	64328
fdx1	2230
rdx	5962
parp4.1	143
rnf17	56163
col14a1	7373
mtbp	27085
ncapd3	23310
kcnh6	81033
map3k22	4215
crhr2	1395
dlec1	9940
hoxb8	3218
copz2	51226
matn4	8785
ube2z	65264
rapsn	5913
spon1	10418
mtrf1	9617
myl12b	103910
nop16	51491
slit3	6586
hrh2	3274
pank3	79646
kiaa1191	
hcfc2	29915
pah	5053
glt8d2	
wsb2	
fbxw8	26259
tesc	54997
cacna2d4	93589
cacna1c	775
adipor2	79602
bcl2l13	
rad52	5893
XB991164 [provisional:a4galt]	
dzip1l	199221
cldn18	51208
slc35g2	80723
klhdc1	122773
selenoi	85465
depdc1b	55789
lmbrd2	
nadk2	133686
ffar3	2865
ffar2	2867
usf2	7392
slc6a6	6533
xpc	7508
lsm3	27258
slc41a3	54946
cfap100	
XB991286 [provisional:pkn1]	
ctps2	56474
zrsr2	8233
shpk	23729
trpv1	7442
jakmip1	152789
tbc1d14	57533
tada2b	93624
syt5	6861
sphk2	56848
tmc4	147798
ppp1r12c	54776
eps8l1	54869
snrnp25	
ros1	6098
XB991396 [provisional:gprc6a]	
calhm6	441168
dpp8	54878
dennd4a	10260
igdcc4	57722
slc24a1	9187
lctl	197021
pdcd7	10081
parp16	
clpx	10845
ubap1l	
kbtbd13	390594
slc25a26	115286
tshr	
tnmd	64102
ocrl	4952
ankrd53	79998
cyp26b1	56603
synpr	
sntn	132203
ptprg	5793
chst2	9435
pdpk1	5170
wdr43	23160
XB991570 [provisional:plb1]	
kcna3	3738
kcna2	3737
kcna10	3744
cldn8.4	9073
cldn8.2	9073
pgm3	5238
prss35	
bola1	51027
anp32e	81611
mtmr11	
tinagl1	64129
best2	54831
hook2	29911
prdm16	63976
mmel1	79258
ttc34	
m6pr	4074
nudt8	
mdm1	56890
cpm	1368
cnot2	4848
ptprb	5787
tulp2	7288
clec11a	6320
pof1b	79983
anp32c	23520
rfx2	5990
mllt1	4298
acer1	125981
clone8030456A01	
sacs	26278
spata13	221178
zfp36	7538
ylpm1	
mrpl17	63875
isca2	122961
mlh3	27030
rps6kl1	
fam161b	
scnn1d	6339
pusl1	
ankrd65	
abcg2	9429
fam13a	10144
htra3	94031
acox3	8310
trmt44	152992
fam114a1	
arap2	116984
lratd2	157638
btbd11	
zbtb3	
zfpl1	
elp4	26610
sdhaf3	57001
rpa3	6119
c1galt1	56913
XB992002 [provisional]	
as3mt.2	57412
XB992011 [provisional]	
b3galt5.5	10317
brwd1	54014
b3galt5l	
b3galt5.2	10317
b3galt5.1	10317
rhbdl2	54933
thrap3	9967
rybp	23429
eif4e3	317649
adgrd2	
capn6	827
dcx	1641
amot	154796
ammecr1	9949
cdca4	55038
hspa2	3306
mthfd1	4522
sertad3	29946
ltbp4	8425
itpkc	80271
